,2XH6A,2ZOEA,3WINE,4MJTA
Cry1Ba4,0.3333333333333333,0.25,0.4166666666666667,0.2903225806451613
Cry1Ba5,0.3333333333333333,0.25,0.4166666666666667,0.2903225806451613
Cry1Ba6,0.3333333333333333,0.25,0.4166666666666667,0.2903225806451613
Cry1Ba7,0.3333333333333333,0.25,0.4166666666666667,0.2903225806451613
Cry1Ba8,0.3333333333333333,0.25,0.4166666666666667,0.2903225806451613
Cry1Bb1,0.2777777777777778,0.29411764705882354,0.37209302325581395,0.21428571428571427
Cry1Bb2,0.2777777777777778,0.29411764705882354,0.37209302325581395,0.21428571428571427
Cry1Bb3,0.2777777777777778,0.29411764705882354,0.37209302325581395,0.21428571428571427
Cry1Bc1,0.2777777777777778,0.29411764705882354,0.37209302325581395,0.2857142857142857
Cry1Bd1,0.7142857142857143,0.30952380952380953,0.4166666666666667,0.22
Cry1Bd2,0.3333333333333333,0.30952380952380953,0.4166666666666667,0.21428571428571427
Cry1Bd3,0.7142857142857143,0.5238095238095238,0.4166666666666667,0.22
Cry1Be1,0.2727272727272727,0.2894736842105263,0.4166666666666667,0.2391304347826087
Cry1Be2,0.2727272727272727,0.2894736842105263,0.4166666666666667,0.2391304347826087
Cry1Be3,0.2727272727272727,0.2894736842105263,0.4166666666666667,0.24
Cry1Be4,0.2727272727272727,0.2894736842105263,0.4166666666666667,0.2857142857142857
Cry1Be5,0.2727272727272727,0.2894736842105263,0.4166666666666667,0.24
Cry1Bf1,0.2727272727272727,0.21487603305785125,0.29508196721311475,0.42857142857142855
Cry1Bf2,0.2727272727272727,0.21487603305785125,0.29508196721311475,0.42857142857142855
Cry1Bg1,0.2727272727272727,0.2231404958677686,0.3333333333333333,0.42857142857142855
Cry1Bh1,0.25,0.30952380952380953,0.3125,0.21428571428571427
Cry1Bi1,0.3125,0.24615384615384617,0.4166666666666667,0.42857142857142855
Cry1Bj1,0.7142857142857143,0.3488372093023256,0.4230769230769231,0.375
Cry1Ca1,0.22666666666666666,0.2641509433962264,0.4444444444444444,0.2222222222222222
Cry1Ca10,0.4,-10000000.0,0.2903225806451613,0.5714285714285714
Cry1Ca11,0.22666666666666666,0.2641509433962264,0.4444444444444444,0.2222222222222222
Cry1Ca12,0.22666666666666666,0.2641509433962264,0.4444444444444444,0.2222222222222222
Cry1Ca13,0.22666666666666666,0.2641509433962264,0.4444444444444444,0.2222222222222222
Cry1Ca14,0.22666666666666666,0.2641509433962264,0.4444444444444444,0.2222222222222222
Cry1Ca15,0.22666666666666666,0.2641509433962264,0.4444444444444444,0.2222222222222222
Cry1Ca2,0.22666666666666666,0.375,0.47058823529411764,0.2222222222222222
Cry1Ca3,0.22666666666666666,0.2641509433962264,0.4444444444444444,0.2222222222222222
Cry1Ca4,0.22666666666666666,0.2641509433962264,0.4444444444444444,0.2222222222222222
Cry1Ca5,0.22666666666666666,0.375,0.47058823529411764,0.2222222222222222
Cry1Ca6,0.22666666666666666,0.2641509433962264,0.4444444444444444,0.2222222222222222
Cry1Ca7,0.22666666666666666,0.2641509433962264,0.4444444444444444,0.2222222222222222
Cry1Ca8,0.22666666666666666,0.2641509433962264,0.4444444444444444,0.2222222222222222
Cry1Ca9,0.22666666666666666,0.2641509433962264,0.4444444444444444,0.2222222222222222
Cry1Cb1,0.22666666666666666,0.21428571428571427,0.4444444444444444,0.625
Cry1Cb2,0.22666666666666666,0.21428571428571427,0.4444444444444444,0.625
Cry1Cb3,-10000000.0,0.5,0.3103448275862069,0.2727272727272727
Cry1Da1,0.3,0.2463768115942029,0.42857142857142855,0.3548387096774194
Cry1Da2,0.3,0.2463768115942029,0.42857142857142855,0.3548387096774194
Cry1Da3,0.2727272727272727,0.2463768115942029,0.42857142857142855,0.3548387096774194
Cry1Da4,0.3111111111111111,0.2463768115942029,0.42857142857142855,0.3548387096774194
Cry1Db1,0.25,0.2535211267605634,0.2786885245901639,0.5454545454545454
Cry1Db2,0.25,0.2535211267605634,0.29508196721311475,0.5454545454545454
Cry1Dc1,0.27906976744186046,0.3888888888888889,0.22033898305084745,0.34375
Cry1Dd1,0.3103448275862069,0.2777777777777778,0.5,0.2619047619047619
Cry1Ea1,0.3333333333333333,0.34615384615384615,0.4166666666666667,0.23076923076923078
Cry1Ea10,0.3333333333333333,0.34615384615384615,0.4166666666666667,0.23076923076923078
Cry1Ea11,0.3333333333333333,0.34615384615384615,0.4166666666666667,0.23076923076923078
Cry1Ea12,0.3181818181818182,0.34615384615384615,0.4166666666666667,0.23076923076923078
Cry1Ea2,0.3333333333333333,0.34615384615384615,0.4166666666666667,0.23076923076923078
Cry1Ea3,0.3333333333333333,0.34615384615384615,0.4166666666666667,0.23076923076923078
Cry1Ea4,0.3333333333333333,0.34615384615384615,0.4166666666666667,0.23076923076923078
Cry1Ea5,0.3333333333333333,0.34615384615384615,0.4166666666666667,0.23076923076923078
Cry1Ea6,0.3333333333333333,0.34615384615384615,0.4166666666666667,0.23076923076923078
Cry1Ea7,0.3333333333333333,0.34615384615384615,0.4166666666666667,0.23076923076923078
Cry1Ea8,0.3333333333333333,0.34615384615384615,0.4166666666666667,0.23076923076923078
Cry1Ea9,0.3333333333333333,0.34615384615384615,0.4166666666666667,0.23076923076923078
Cry1Eb1,0.3333333333333333,0.21951219512195122,0.4166666666666667,0.25
Cry1Fa1,-10000000.0,0.41379310344827586,0.3103448275862069,0.1794871794871795
